words	interaction_word	label
" and chemokines in renal inflammation has been barely investigated, we have analyzed whether PROTX1 (500 ng / ml), alone or in combination with the soluble form of its receptor (sPROTX0, 200 ng / ml), can induce normal human mesangial cells (NHMC) to release alpha and / or beta chemokines: PROTX0 (PROTX0), "	"induce"	0
" and chemokines in renal inflammation has been barely investigated, we have analyzed whether PROTX1 (500 ng / ml), alone or in combination with the soluble form of its receptor (sPROTX0, 200 ng / ml), can induce normal human mesangial cells (NHMC) to release alpha and / or beta chemokines: PROTX0 (PROTX0), PROTX0, PROTX2 ("	"induce"	0
" and chemokines in renal inflammation has been barely investigated, we have analyzed whether PROTX1 (500 ng / ml), alone or in combination with the soluble form of its receptor (sPROTX0, 200 ng / ml), can induce normal human mesangial cells (NHMC) to release alpha and / or beta chemokines: PROTX0 (PROTX0), PROTX0, PROTX0 (PROTX0), and PROTX2 ("	"induce"	0
", 200 ng / ml), can induce normal human mesangial cells (NHMC) to release alpha and / or beta chemokines: PROTX2 ("	"induce"	0
", 200 ng / ml), can induce normal human mesangial cells (NHMC) to release alpha and / or beta chemokines: PROTX0 (PROTX0), "	"induce"	0
", 200 ng / ml), can induce normal human mesangial cells (NHMC) to release alpha and / or beta chemokines: PROTX0 (PROTX0), PROTX0, PROTX2 ("	"induce"	0
", 200 ng / ml), can induce normal human mesangial cells (NHMC) to release alpha and / or beta chemokines: PROTX0 (PROTX0), PROTX0, PROTX0 (PROTX0), and PROTX2 ("	"induce"	0
" (PROTX1), "	""	0
" (PROTX1), PROTX0, PROTX2 ("	""	0
" (PROTX1), PROTX0, PROTX0 (PROTX0), and PROTX2 ("	""	0
", PROTX2 ("	""	0
", PROTX0 (PROTX0), and PROTX2 ("	""	0
" (PROTX1), and PROTX2 ("	""	0
" and "	""	0
" and mitosis entry by modulating the expression of "	"modulating"	0
" and mitosis entry by modulating the expression of PROTX0 and "	"modulating"	0
" and PROTX0 and mitosis entry by modulating the expression of "	"modulating"	0
" and PROTX0 and mitosis entry by modulating the expression of PROTX0 and "	"modulating"	0
" and "	""	0
" (PROTX1) and "	""	0
" and "	""	0
" and "	""	0
" (PROTX1) protein were accompanied by an absence of "	"accompanied"	0
" (PROTX1) protein were accompanied by an absence of PROTX0, increased PROTX2 ("	"accompanied"	0
" (PROTX1) protein were accompanied by an absence of PROTX0, increased PROTX0 (PROTX0), altered cytoplasmic PROTX2, and reduced nuclear expression of "	"accompanied"	0
", increased PROTX2 ("	"increased"	0
", increased PROTX0 (PROTX0), altered cytoplasmic PROTX2, and reduced nuclear expression of "	"expression"	0
" (PROTX1), altered cytoplasmic PROTX2, and reduced nuclear expression of "	"expression"	0
", and PROTX1 ("	""	0
" (PROTX1), and normal levels of "	""	0
", and PROTX0 (PROTX0), and normal levels of "	""	0
" or "	""	0
" and are enriched in a phospholipase D activity that is not "	"activity"	0
" - rich fractions, prepared from HaCaT human keratinocytes by either detergent - based or detergent - free methods, contain "	""	0
" and "	""	0
" and "	""	0
" (PROTX1), PROTX2 ("	""	0
" (PROTX1), PROTX0 (PROTX0), PROTX2 ("	""	0
" (PROTX1), PROTX0 (PROTX0), PROTX0 (PROTX0), and PROTX2 ("	""	0
" (PROTX1), PROTX2 ("	""	0
" (PROTX1), PROTX0 (PROTX0), and PROTX2 ("	""	0
" (PROTX1), and PROTX2 ("	""	0
" family of transcription factors consists of two subgroups termed PROTX1 and "	""	0
" in murine development, we have examined the patterns of expression of "	"expression"	0
" in murine development, we have examined the patterns of expression of PROTX0 through "	"expression"	0
" in murine development, we have examined the patterns of expression of PROTX0 through PROTX0, and "	"expression"	0
" through "	""	0
" through PROTX0, and "	""	0
", and "	""	0
", "	""	0
" and "	""	0
", PROTX0 and "	""	0
", "	""	0
" and "	""	0
", PROTX0 and "	""	0
" and "	""	0
" and  - 2, which each contain an LXCXE - like sequence, but had no effect on binding to "	"binding"	0
" and "	""	0
" significantly overlapped with the position of "	""	0
" and PROTX2, we examined the PROTX1 response in an "	""	0
" and "	""	0
", "	""	0
" and "	""	0
" / "	""	0
" and 2 while "	""	0
" and 2 while PROTX0 bound the promoter when it was not occupied by "	"bound"	0
" bound the promoter when it was not occupied by "	"bound"	0
", "	""	0
" (PROTX2) and PROTX1 ("	""	0
" gene in different transgenic mouse lines of HCC obtained with the oncogenes "	""	0
" or "	""	0
" gene in different transgenic mouse lines of HCC obtained with the oncogenes PROTX0 or "	""	0
" and "	""	0
" and "	""	0
" delta and downregulation of all isoforms of "	"downregulation"	0
"s or "	""	0
" and "	""	0
", "	""	0
", PROTX0, and "	""	0
", and "	""	0
" and PROTX0 and lower plasma levels of PROTX0 compared with HIV - positive patients at the intermediate stage ("	""	0
" and "	""	0
" and PROTX0 and lower plasma levels of "	""	0
"+ cells <50 / microl) showed a higher production of PROTX0 and "	""	0
"+ cells <50 / microl) showed a higher production of PROTX0 and PROTX0 and lower plasma levels of "	""	0
" and lower plasma levels of "	""	0
" production was inversely correlated with "	"correlated"	0
" production correlated negatively with PROTX0+ and PROTX0+ cell counts; also, "	"correlated"	0
"+ cell counts; also, "	""	0
" production correlated negatively with PROTX1+ and PROTX0+ cell counts; also, PROTX0 production was inversely correlated with "	"correlated"	0
"+ and "	""	0
" production correlated negatively with PROTX0+ and "	"correlated"	0
"+ cell count <50 / microl, "	""	0
" production higher than 50 pg / ml before treatment showed a more impressive increase in "	"increase"	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, and "	""	0
", "	""	0
", PROTX0, and "	""	0
", and "	""	0
" expression in human embryo, they also reveal a new sexual dimorphism in "	"expression"	0
" sex specifically shifts from the cytoplasmic to the nuclear compartment at the time of testis differentiation and "	""	0
", "	""	0
", PROTX0 and "	""	0
", PROTX0 and PROTX0, are orthologues of the "	""	0
" and "	""	0
" and PROTX0, are orthologues of the "	""	0
", are orthologues of the "	""	0
" and "	""	0
" and "	""	0
" and PROTX0 to increase the activity of a promoter containing the 74 bp sequence, as assayed by "	"increase"	0
" to increase the activity of a promoter containing the 74 bp sequence, as assayed by "	"increase"	0
" deficiency ablates the activity of both dimers, causing strong cancer predisposition in mice and men, loss of "	"causing"	0
" deficiency ablates the activity of both dimers, causing strong cancer predisposition in mice and men, loss of PROTX0 or PROTX2 (also known as "	"causing"	0
" or PROTX2 (also known as "	""	0
" and absence of "	""	0
" and "	""	0
" to provide strand displacement synthesis, human "	""	0
" to provide strand displacement synthesis, human PROTX0, and human "	""	0
", and human "	""	0
", "	""	0
", PROTX0, "	""	0
", PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
", PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, PROTX0, "	""	0
" - regulated ternary complex with PROTX0 /  PROTX0 and latent PROTX0 ( "	"complex"	1
" forms an PROTX0 - regulated ternary complex with "	"complex"	1
" forms an PROTX0 - regulated ternary complex with PROTX0 /  "	"complex"	1
" forms an PROTX0 - regulated ternary complex with PROTX0 /  PROTX0 and latent PROTX0 ( "	"complex"	1
" /  "	""	1
" /  PROTX0 and latent PROTX0 ( "	""	1
" and latent PROTX0 ( "	""	1
" binds to "	"binds"	1
" binds to "	"binds"	1
" binds to PROTX0 and "	"binds"	1
" from control and PROTX0 - treated cell lysates bound selectively to the SH3 domain of "	"control"	1
" - treated cell lysates bound selectively to the SH3 domain of "	"bound"	1
" PXXP -  PROTX0 fusions ,  but PROTX0 - PXXP constructs confronted with lysates from PROTX0 - treated cells did not bind "	"bind"	1
" - treated cells did not bind "	"bind"	1
" may act as a multifunctional signaling protein linking the "	"act"	1
" may act as a multifunctional signaling protein linking the "	"act"	1
" may act as a multifunctional signaling protein linking the PROTX0 /  PROTX0 pathway with those necessary for activation of the "	"activation"	1
" may act as a multifunctional signaling protein linking the PROTX0 /  PROTX0 pathway with those necessary for activation of the "	"activation"	1
" /  PROTX0 pathway with those necessary for activation of the "	"activation"	1
" /  PROTX0 pathway with those necessary for activation of the "	"activation"	1
" protein (also denoted PROTX0 ,  PROTX0 ,  PROTX0 )  binds to PROTX2 in vitro and has been associated with the altered transcription of "	"binds"	1
" was associated with the activation of PROTX2 - dependent transcription and increased "	"activation"	1
" but also decreased PROTX2 promoter activity and lowered endogenous "	"decreased"	1
" is a repressor of PROTX2 proteasome subunit transcription in muscle cells ,  and glucocorticoids stimulate "	"stimulate"	1
" is expressed in Kaposi's sarcoma and functional analysis suggests that it can activate PROTX2 ( "	"activate"	1
" is expressed in Kaposi's sarcoma and functional analysis suggests that it can activate PROTX0 ( PROTX0 )  and thereby trigger inactivation of the PROTX2 ( "	"inactivation"	1
" ( PROTX1 )  and thereby trigger inactivation of the PROTX2 ( "	"inactivation"	1
" - binding site in the "	"binding"	1
" depends on an PROTX0 - binding site in the PROTX0 promoter ,  and "	"depends"	1
" depends on an PROTX0 - binding site in the "	"depends"	1
" promoter ,  and "	""	1
" can activate transcription of the human "	"activate"	1
" gene expression is shared by PROTX0 and "	"expression"	1
" to activate "	"activate"	1
" gene expression is shared by "	"expression"	1
" ,  HHV8 -  PROTX0 is unable to trigger phosphorylation of the PROTX0 - related protein PROTX2 and fails to induce dissociation of "	"trigger"	1
" ,  HHV8 -  PROTX0 is unable to trigger phosphorylation of the PROTX0 - related protein PROTX2 and fails to induce dissociation of "	"trigger"	1
" ,  HHV8 -  PROTX0 is unable to trigger phosphorylation of the PROTX0 - related protein PROTX0 and fails to induce dissociation of PROTX0 from "	"trigger"	1
" and fails to induce dissociation of PROTX1 from "	"dissociation"	1
" and fails to induce dissociation of PROTX1 from "	"dissociation"	1
" is unable to trigger phosphorylation of the PROTX0 - related protein PROTX2 and fails to induce dissociation of "	"trigger"	1
" is unable to trigger phosphorylation of the PROTX0 - related protein PROTX2 and fails to induce dissociation of "	"trigger"	1
" is unable to trigger phosphorylation of the PROTX0 - related protein PROTX0 and fails to induce dissociation of PROTX0 from "	"trigger"	1
" and fails to induce dissociation of PROTX1 from "	"dissociation"	1
" ,  HHV8 -  PROTX0 fails to interact physically with "	"interact"	1
" ,  HHV8 -  PROTX0 fails to interact physically with PROTX0 complexes on the "	"complexes"	1
" complexes on the "	"complexes"	1
" fails to interact physically with PROTX0 complexes on the "	"complexes"	1
" )  interacts functionally with "	"interacts"	1
" to PROTX2 required the presence of the intact C terminus of "	"required"	1
" did not interact with the single PDZ domains of PROTX2 or of PROTX0 ,  we found that a "	"interact"	1
" -  /  -  and "	""	1
" cooperates with "	"cooperates"	1
" by membrane tethered PROTX1 indicates that defective "	""	1
" by the tethered form of "	""	1
" by the tethered form of "	""	1
" was reflected by higher activation of "	"activation"	1
" by the tethered form of PROTX0 was reflected by higher activation of "	"activation"	1
" by the tethered form of "	""	1
" was reflected by higher activation of PROTX0 ,  "	"activation"	1
" by the tethered form of PROTX0 was reflected by higher activation of PROTX0 ,  "	"activation"	1
" by the tethered form of "	""	1
" was reflected by higher activation of PROTX0 ,  PROTX0 and "	"activation"	1
" by the tethered form of PROTX0 was reflected by higher activation of PROTX0 ,  PROTX0 and "	"activation"	1
" was resistant to the ability of protein - tyrosine phosphatases (PTPs )  to reduce PROTX2 tyrosine phosphorylation ,  also contributing to higher activation of "	"contributing"	1
" precursor with the PROTX2 caused a slower internalization of activated "	"caused"	1
" induced higher phosphorylation of "	"induced"	1
" cytosolic domain is important for interaction with "	"interaction"	1
" binding to "	"binding"	1
" binding to PROTX0 ,  whereas both the presequence and mature portion are important for binding to "	"binding"	1
" deletion mutants ,  showed that the C - terminal segment of the cytosolic domain is important for presequence binding ,  whereas the N - terminal domain is important for binding to the mature portion of "	"binding"	1
" forms a complex with "	"complex"	1
" interacts with components of the "	"interacts"	1
" interacts in vivo and in vitro with the PROTX0 - binding proteins ,  "	"interacts"	1
" interacts in vivo and in vitro with the PROTX0 - binding proteins ,  PROTX0 and "	"interacts"	1
" interacts in vivo and in vitro with the PROTX2 - binding proteins ,  PROTX2Ap46 and PROTX2Ap48 ,  as well as with "	"interacts"	1
" regulation by "	"regulation"	1
" - treated cancer cells ,  but not from normal cells ,  stimulates endothelial cell proliferation; this paracrine stimulation is inhibited by co - exposure to a specific "	"stimulation"	1
" induction is significantly decreased in a T47D cell line where "	"decreased"	1
" receptor results in induction of the basal level of PROTX2 and exposure to PROTX0 further enhances "	"enhances"	1
" further enhances "	"enhances"	1
" beta1 induces "	"induces"	1
" beta1 ,  the ligand for "	"ligand"	1
" beta1 ,  the ligand for PROTX0 and "	"ligand"	1
" beta1 ,  the ligand for "	"ligand"	1
" beta1 ,  the ligand for PROTX0 and PROTX0 receptors ,  on the regulation of PROTX0 ( "	"regulation"	1
" and PROTX0 receptors ,  on the regulation of PROTX0 ( "	"regulation"	1
" beta1 ,  the ligand for PROTX0 and "	"ligand"	1
" beta1 ,  the ligand for PROTX0 and PROTX0 receptors ,  on the regulation of PROTX0 ( "	"regulation"	1
" receptors ,  on the regulation of PROTX0 ( "	"regulation"	1
" may be a downstream member of an "	""	1
" translocated from the cytoplasm into the nucleus following "	""	1
" ligand "	"ligand"	1
" from "	""	1
" were essential for "	""	1
" with "	""	1
" may be specifically involved ,  and that PROTX0 /  "	"involved"	1
" is a 50 - kd cell surface protein that is physically associated with PROTX2s and that modulates the functions of "	"associated"	1
" on chromosome 7 ,  a homologue of the mouse imprinted gene PROTX1 ,  is a candidate ,  because PROTX1 has a suppressive effect on growth ,  through its interaction with either the "	"interaction"	1
" on chromosome 7 ,  a homologue of the mouse imprinted gene PROTX1 ,  is a candidate ,  because PROTX1 has a suppressive effect on growth ,  through its interaction with either the PROTX0 or the "	"interaction"	1
" ,  and of "	""	1
" ,  and of PROTX0 and "	""	1
" and "	""	1
" - interactive proteins are "	""	1
" - interactive proteins are PROTX0 (a human homologue of Escherichia coli PROTX0 protein )  ,  "	""	1
" - interactive proteins are PROTX0 (a human homologue of Escherichia coli PROTX0 protein )  ,  PROTX0 ( PROTX1 - associated RING domain 1 )  and "	"associated"	1
" expression correlated inversely with immunoreactive "	"correlated"	1
" antisense oligonucleotides coordinately reduced PROTX1 expression and promoted "	"promoted"	1
" inhibitory activity in human SMCs and prevents processing of the enzyme's natural substrates ,  "	"prevents"	1
" inhibitory activity in human SMCs and prevents processing of the enzyme's natural substrates ,  PROTX0 and "	"prevents"	1
" )  regulates key steps in inflammation and immunity ,  by activating the proinflammatory cytokines interleukin (IL -  ) 1beta and "	"regulates"	1
" regulates "	"regulates"	1
" phosphorylation is performed at its free state ,  not when it is in the associated state with "	"associated"	1
" already associated with "	"associated"	1
" weakened its interaction with "	"interaction"	1
" increased by about two orders of magnitude in the presence of m7GTP (a model compound of mRNA cap structure )  ,  but the dissociation rate was scarcely affected ,  indicating the cap - dependent binding of "	"affected"	1
" can potentially modulate the functions ascribed to "	"modulate"	1
" and "	""	1
" polypeptides exists in a protein complex that includes both PROTX2 and the "	"complex"	1
" was recently identified as a protein that associates with "	"associates"	1
" was recently identified as a protein that associates with PROTX0 and two other nuclear factors ,  "	"associates"	1
" was recently identified as a protein that associates with PROTX0 and two other nuclear factors ,  PROTX0 and "	"associates"	1
" ,  the latter is soon revealed within the "	""	1
" /  "	""	1
" /  "	""	1
" to "	""	1
": "	""	1
" ( PROTX1 )  purified from breast milk interacts with PROTX2 ( "	"interacts"	1
" and PROTX0 participate in "	""	1
